,x values,y values,sigma,x std. from fit,y std. from fit,sigma std. from fit
0,5.009440419427759,5.003122345456164,1.0461051349917225,0.011403105210812642,0.011403112942350876,0.008028645023258585
1,4.9937747089033975,5.020854546393614,1.0636027700242079,0.01276926708524983,0.012769235648046698,0.009000455816507744
2,4.987149214729806,4.994388084246829,1.056712424556059,0.01316846052149269,0.013168472998441297,0.009278091791739862
3,4.992850321424034,5.00561937275082,1.0669123301424268,0.014446631400353986,0.01444663311019564,0.01018442565718944
4,4.984932528585698,4.998442832762552,1.067043539130538,0.014855064902952369,0.014855084414611733,0.010472481219994107
5,5.014438939734598,5.0080983318272345,1.0617764746566045,0.014472797819201926,0.014472811104018574,0.01020011824457238
6,4.987407677674409,5.003949333300825,1.0609092582813942,0.01396239052383433,0.013962403538257393,0.009839882375985712
7,5.001850039225225,5.008703678130247,1.0518449646625614,0.012536717621359939,0.012536710695437395,0.008830237531450385
8,5.0271994675390514,4.983623468024604,1.0605063014752116,0.013400864794443969,0.013400906248538846,0.009444206619521459
9,5.0153280171294154,4.9892446092942935,1.060522609684307,0.01240263321047655,0.012402642857876386,0.00874051509574563
10,5.00774357321541,5.017569828052338,1.05085741144285,0.011623747329727796,0.011623724504261614,0.00818674802210702
11,5.014840487795717,5.0185094113569395,1.0617216090885988,0.013602194540155385,0.013602183751089026,0.009586589356399269
12,4.995934396601032,5.0260603360437335,1.0599071887533138,0.013407332927826051,0.01340727393565184,0.009448308624960388
13,5.015523103678953,4.987345782715374,1.0666535743360084,0.0146304152700557,0.014630422268065737,0.010313948920902002
14,5.0022839435492905,4.986689308315115,1.0650216154667054,0.014009998084903639,0.01400998352570892,0.009875658217170099
15,4.999673775594747,5.000955533919916,1.0585539708602625,0.012691760224305387,0.012691760070985568,0.00894314188752308
16,4.997563577818939,5.002812091573635,1.0673155835619605,0.014423068306522308,0.014423068147826044,0.01016800477807512
17,5.00225849962075,4.991367212052454,1.0688526690319677,0.014422276455996415,0.014422270807316393,0.010168258330167431
18,4.9887867700939115,4.993803764545945,1.062390887526318,0.01286569119295372,0.012865698280828173,0.009067742005667088
19,5.004242831267676,4.9813905543824175,1.062395862261263,0.012756704180152467,0.012756677496437814,0.00899097667125564
20,5.008985079646218,4.9979538365024485,1.0722794102800373,0.01508308014858143,0.015083086077779936,0.010635935342926025
21,5.018641768081353,4.978094506083716,1.07246412481032,0.01596858496125276,0.01596857407322623,0.01126067239836212
22,4.997445471043259,4.989671213124599,1.0694461656884253,0.014835117475601008,0.014835109220828799,0.010459645739343094
23,5.00059310468001,5.020414046590879,1.0549316408157912,0.0120749439952383,0.012074907198409639,0.008506755863960058
24,4.9985952887845,4.998101700379104,1.054162035848151,0.012120306036919746,0.012120306021536097,0.008538186115582493
25,4.992076213517435,4.9751183554177905,1.0571002494612016,0.01247806556120009,0.01247801685514712,0.008791995472281195
26,4.995001641489167,5.023293229598066,1.0697702599545897,0.015082069259389357,0.01508202624048769,0.010634056720884463
27,5.004528283305707,4.984685653496098,1.0586893849920094,0.013512484492000144,0.0135124647297012,0.009521609609187954
28,4.996397963606734,5.0279908912414815,1.051004671069602,0.011305185000480588,0.011305116595336782,0.007962573661669536
29,4.991336735334754,5.000826363266716,1.0480799110670276,0.010591166481215216,0.010591173081910056,0.007458008757888988
30,4.9944967314740145,4.989319190505607,1.0600023321941079,0.012848859122237231,0.012848851894346588,0.009054645477152347
31,5.010865936559942,5.009710377865283,1.0659991783626646,0.013682973109425454,0.013682975091246285,0.00964565114062517
32,5.008293442876076,5.000973438914956,1.0552569013080053,0.012870071303427955,0.012870077643631246,0.009067004067184584
33,4.995133001961382,5.008398777338847,1.0600415516743271,0.013602874143283705,0.013602869989529066,0.009586009106904311
34,4.9998190210691735,5.014516437033878,1.053183622321718,0.012288320014099668,0.012288300351975092,0.0086560658058839
35,4.996890783828299,5.008819617923835,1.0592011618993518,0.012542475352332267,0.012542469532204035,0.008838309048335406
36,5.007098558329509,5.012918583559624,1.0580786447315051,0.012245677262642444,0.012245667519107575,0.008628632109714957
37,5.017112365868619,5.012149337855121,1.0503618923934,0.010432317005424014,0.010432329088229069,0.007347398538311776
38,5.009128156967719,4.991936964985761,1.055924148735062,0.012617592273382073,0.012617594015690852,0.00888952129608309
39,5.003655854741583,4.999329415037469,1.0668230393243774,0.014067650529664815,0.014067651445614473,0.009917190627055997
40,4.997802367007353,5.00649084277615,1.0592919083604369,0.012213255343452346,0.012213252313629798,0.00860635253305554
41,5.0083743526320506,5.005478695716585,1.062958143448697,0.014045879986083747,0.014045883687283987,0.009899826525168893
42,5.008532844994786,4.98261972796554,1.064831424114885,0.013305025424062146,0.013305006936634788,0.009378682037824911
43,5.027441409160361,5.021417277038112,1.0507404275405443,0.012028053054374738,0.012028080987601383,0.008471731037814888
44,4.986113816432435,5.01226270863983,1.0722242046648673,0.015474378146375702,0.015474381573078492,0.010911907791892644
45,4.990822425387635,4.98331241412382,1.0602000879096025,0.012581062619891371,0.01258104646249504,0.00886609062967108
46,4.988520668565603,5.000942373850156,1.0570832790714484,0.012026723133895663,0.01202673431126067,0.008473829689261993
47,4.991694551699588,5.005584109932875,1.0634937555889286,0.013970399610074461,0.013970402990647357,0.009846915398904015
48,5.025129293521509,5.004237282686037,1.065782158187027,0.01363388732796408,0.013633936971611216,0.00961108296049704
49,4.994355604111818,4.982219282369522,1.0702019221381514,0.013634218471167582,0.013634197244533202,0.009613359750928283
50,5.012866789805638,4.979238889950436,1.056856891525929,0.012502800131075404,0.012502776780449617,0.008809276993689056
51,5.002017843312399,5.008231748080125,1.061913284881455,0.012514976025142576,0.012514970806453193,0.008820293150854306
52,4.993283674390303,5.007108617979135,1.0497770416707588,0.011785912236238469,0.011785911668501198,0.008300276750331717
53,4.987883545410725,5.000238717341241,1.061302609589516,0.012278006641322125,0.012278018402745904,0.008653012487512582
54,4.987874461592696,5.000584612152996,1.06759608347846,0.013725159381729825,0.013725171000813656,0.009676173985625347
55,5.011528370058684,5.000117442132668,1.0579202071390956,0.013380381066543415,0.013380393310350241,0.00942806575324742
56,5.0133203394390256,5.027557354511176,1.061170173607071,0.013002861288235279,0.01300281222405809,0.009164005666894666
57,4.996503312662434,5.007500420877092,1.063811890217589,0.01381454552708757,0.013814541643969253,0.009737219231945511
58,4.980557346101107,4.990234190070137,1.0614255746290813,0.013623280113538866,0.013623304974728061,0.009601275409250678
59,5.0137648432288895,4.9907810131028265,1.0695795124325698,0.015223336412897803,0.015223345158954482,0.010733489126826992
