,redchi,real x star 1,real y star 1,real x star 2,real y star 2,x fit star 1,y fit star 1,x stderr,y stderr,amplitude error,separation,star1 flux,star2 flux,freqs analyzed
29,0.9553750991762913,5,5,5,6.5,5.062308460612668,5.0029860933983095,0.03238695937021603,0.02417748811848696,0.04338608682006426,1.5,1000,1000,"[0.24783128, 30]"
30,1.6741958144371505,5,5,5,6.0,5.507865857201794,4.995361036153821,0.012329034126934068,0.009567728362686382,0.029496593448009378,1.0,1000,1000,"[0.69039098, 1.38013074, 3.34108026, 6.36944641]"
31,1.0533074436116054,5,5,5,6.0,5.939610796391523,5.000656778451213,0.017186555729553042,0.013199647056129048,0.041813561924673046,1.0,1000,1000,"[1.9042865, 2.83989113, 6.10200123, 6.2921917]"
32,1.024409777807121,5,5,5,6.0,5.052450293190327,4.997102101221405,0.017604944793639495,0.013669824792808398,0.04396502691950745,1.0,1000,1000,"[0.24783128, 2.52700119, 4.79305406, 5.79621597]"
33,1.0751604901202305,5,5,5,6.0,5.914801586578659,5.000048352437775,0.032982350563087806,0.0253434717766904,0.04671861761866008,1.0,1000,1000,"[6.2921917, 30]"
34,1.091399197067347,5,5,5,6.0,5.914955921209093,4.996986457558687,0.03532924628268908,0.02714413998673255,0.0501677504888706,1.0,1000,1000,"[6.10200123, 30]"
35,1.00355241842955,5,5,5,6.0,5.9700160397325215,4.981383533438691,0.039542268064255405,0.030574679704570833,0.057885255491600084,1.0,1000,1000,"[2.83989113, 30]"
36,1.01470493360811,5,5,5,6.0,5.961098382800815,5.017761896703308,0.034314019666693535,0.026506292040231118,0.049856322975742474,1.0,1000,1000,"[1.9042865, 30]"
37,1.2685725837207373,5,5,5,6.0,5.514980856620274,4.986387163021082,0.02332553009124095,0.017684769103603157,0.02917853668676366,1.0,1000,1000,"[6.36944641, 30]"
38,1.128872570095201,5,5,5,6.0,5.045664074591448,5.008118333943899,0.038630127078021166,0.030166205930036254,0.05660739793380159,1.0,1000,1000,"[5.79621597, 30]"
39,1.0012776217899524,5,5,5,6.0,5.11073236147413,4.9771190455503085,0.03686627282826505,0.02844123811057153,0.052152609717490916,1.0,1000,1000,"[4.79305406, 30]"
40,1.3307852718140705,5,5,5,6.0,5.484143116317528,5.0059202636374645,0.025997119193268702,0.01976388295183071,0.032649405710244085,1.0,1000,1000,"[3.34108026, 30]"
41,0.9436253329791253,5,5,5,6.0,5.015042568050905,4.996292279145821,0.03451136215973817,0.027025696928391452,0.05134518614458596,1.0,1000,1000,"[2.52700119, 30]"
42,1.34096359691949,5,5,5,6.0,5.517090563382396,4.995281786574805,0.024345010986535156,0.018490783195371955,0.030545326015230655,1.0,1000,1000,"[1.38013074, 30]"
43,1.2728507464999228,5,5,5,6.0,5.505662289334689,4.9924423564081435,0.024504619280441797,0.01855181438931059,0.03065506635904337,1.0,1000,1000,"[0.69039098, 30]"
44,1.0035378565601112,5,5,5,6.0,5.047606639643838,5.02353274652154,0.03553847648634084,0.027762616069838972,0.052030904226358324,1.0,1000,1000,"[0.24783128, 30]"
45,1.1061555384451154,5,5,5,5.5,5.255732052343426,5.001869432015132,0.00836845840528126,0.0077306714852787934,0.022879138293486995,0.5,1000,1000,"[0.69039098, 1.38013074, 3.34108026, 6.36944641]"
46,0.9648428989822248,5,5,5,5.5,5.457592832964262,5.004790284226939,0.016433679536564865,0.014779153986588465,0.045636162323972274,0.5,1000,1000,"[1.9042865, 2.83989113, 6.10200123, 6.2921917]"
47,1.0516868920348514,5,5,5,5.5,5.019896738574099,5.010296912062857,0.017581897275267884,0.015537815446383227,0.051058881615533,0.5,1000,1000,"[0.24783128, 2.52700119, 4.79305406, 5.79621597]"
48,1.0059438584885445,5,5,5,5.5,5.397671914783955,4.992469933266044,0.031082180800769747,0.028226605488403392,0.04787090207065092,0.5,1000,1000,"[6.2921917, 30]"
49,0.9294425076155821,5,5,5,5.5,5.485319283671164,4.984440771019525,0.03326277742721902,0.029926152107800818,0.0530623598896628,0.5,1000,1000,"[6.10200123, 30]"
50,0.8984323030782267,5,5,5,5.5,5.483186116476667,5.006811298477622,0.035869243926014815,0.03222254799718528,0.05713173955681484,0.5,1000,1000,"[2.83989113, 30]"
51,0.9785875278482535,5,5,5,5.5,5.4697152069670825,5.037558896350039,0.03255094607567907,0.029293717805648475,0.05162386182290457,0.5,1000,1000,"[1.9042865, 30]"
52,1.086384411104435,5,5,5,5.5,5.26123580491842,5.003044112792827,0.018977406556901562,0.01735054293522324,0.02815040112740897,0.5,1000,1000,"[6.36944641, 30]"
53,0.9736122529180908,5,5,5,5.5,5.023056813986202,4.978053646248078,0.03438703566923752,0.0305325159319118,0.05439344357152138,0.5,1000,1000,"[5.79621597, 30]"
54,0.9886929534399699,5,5,5,5.5,5.024864465264064,5.00959657144701,0.03537222811054324,0.03136470166939325,0.055858232503879404,0.5,1000,1000,"[4.79305406, 30]"
55,1.073159681171398,5,5,5,5.5,5.246881211173301,5.006180812055368,0.018753394146026166,0.017141866505087606,0.027840838122199594,0.5,1000,1000,"[3.34108026, 30]"
56,0.949698663743642,5,5,5,5.5,5.009768148057885,5.023327972921588,0.03364943477089774,0.029771245288862845,0.053543740419712466,0.5,1000,1000,"[2.52700119, 30]"
57,0.8570206992974986,5,5,5,5.5,5.250991751961492,5.007692615850962,0.0165070032134094,0.015095943136487372,0.02450699867387617,0.5,1000,1000,"[1.38013074, 30]"
58,1.009239261617636,5,5,5,5.5,5.254593402468139,4.9939686925252476,0.017823590123758903,0.016354185133969842,0.02648366446376424,0.5,1000,1000,"[0.69039098, 30]"
59,1.0602443922425875,5,5,5,5.5,5.016336521866207,5.037539196131676,0.036368083264426504,0.03226200971801753,0.057796634451817715,0.5,1000,1000,"[0.24783128, 30]"
60,1.1755065637587023,5,5,5,5.1,5.052339155931746,4.994194258966332,0.008059225616466511,0.0079891098119037,0.02390273108283359,0.1,1000,1000,"[0.69039098, 1.38013074, 3.34108026, 6.36944641]"
61,0.9821445334141412,5,5,5,5.1,5.107858231331287,5.004848026580049,0.016128289138377713,0.015988507733191604,0.047067701119854345,0.1,1000,1000,"[1.9042865, 2.83989113, 6.10200123, 6.2921917]"
62,1.0934880463299452,5,5,5,5.1,5.016495389416323,4.981338260150274,0.01775214378855112,0.017584139542992185,0.05433676842222049,0.1,1000,1000,"[0.24783128, 2.52700119, 4.79305406, 5.79621597]"
63,1.0248052344715364,5,5,5,5.1,5.102581679174206,5.012550405799173,0.03226227185200638,0.0320010257209058,0.05217062694060344,0.1,1000,1000,"[6.2921917, 30]"
64,0.9949111142067422,5,5,5,5.1,5.118903598599158,5.020395884881118,0.03297546096143501,0.03267823082959184,0.05352080176954698,0.1,1000,1000,"[6.10200123, 30]"
65,1.052838254513852,5,5,5,5.1,5.106348209208992,5.00333044299361,0.03778355461830667,0.03746140655555896,0.061182125156217584,0.1,1000,1000,"[2.83989113, 30]"
66,0.9568938359314141,5,5,5,5.1,5.104849045070332,4.985405901167014,0.030043314443170245,0.02977399575526607,0.048587466069327054,0.1,1000,1000,"[1.9042865, 30]"
67,1.0950201561873716,5,5,5,5.1,5.049898437929295,4.990225739948514,0.01716763650133057,0.01701456946569134,0.02724943725020618,0.1,1000,1000,"[6.36944641, 30]"
68,1.035695476774495,5,5,5,5.1,5.039219801227682,4.972243665632309,0.03674536676179753,0.036431757843495775,0.05925392595311481,0.1,1000,1000,"[5.79621597, 30]"
69,0.988647931091453,5,5,5,5.1,5.045328672323565,5.003208034506852,0.03485601010077001,0.0345786220377164,0.056181181571810554,0.1,1000,1000,"[4.79305406, 30]"
70,1.0589767908081718,5,5,5,5.1,5.042465026727035,5.002110848260486,0.01738130913951711,0.01721381569765174,0.027649719310581557,0.1,1000,1000,"[3.34108026, 30]"
71,1.114597494782474,5,5,5,5.1,4.9648458670148745,4.984818899834613,0.036243566781823715,0.035683207911250785,0.058931509632576456,0.1,1000,1000,"[2.52700119, 30]"
72,1.0472283138211418,5,5,5,5.1,5.042590708832533,4.987990906863122,0.017337798037704442,0.017167432678061156,0.02757415410144808,0.1,1000,1000,"[1.38013074, 30]"
73,1.1061339250473137,5,5,5,5.1,5.069361299268101,4.995232712192689,0.01760187200604574,0.017492788254791232,0.028044059492799457,0.1,1000,1000,"[0.69039098, 30]"
74,1.0975687511903893,5,5,5,5.1,5.019944544825951,4.962561271144362,0.03499125069758049,0.0346486032599153,0.05656289115058868,0.1,1000,1000,"[0.24783128, 30]"
75,6.572045582533661,5,5,5,7.0,6.6381439610985264,5.011493606896584,0.032017900428427074,0.022712365656499638,0.07118960858225366,2.0,1000,1000,"[0.69039098, 1.38013074, 3.34108026, 6.36944641]"
76,1.019575812012332,5,5,5,7.0,6.961414543091968,4.98352668321423,0.014751259426139057,0.011567549300733906,0.035585213559119984,2.0,1000,1000,"[1.9042865, 2.83989113, 6.10200123, 6.2921917]"
77,1.033013807390573,5,5,5,7.0,5.047230156546924,5.005447111804029,0.014967737181193826,0.011748996975242293,0.03552826003979368,2.0,1000,1000,"[0.24783128, 2.52700119, 4.79305406, 5.79621597]"
78,0.8962646641939827,5,5,5,7.0,6.959240413234223,4.998675275759586,0.028175502354090484,0.0221872614133708,0.03762470441463696,2.0,1000,1000,"[6.2921917, 30]"
79,0.996614894883649,5,5,5,7.0,6.95399745615596,4.958242979087838,0.029822614125078386,0.02344511558891056,0.039743322496620194,2.0,1000,1000,"[6.10200123, 30]"
80,0.8633674693445432,5,5,5,7.0,6.985746460077194,4.986364260907485,0.02933173304916822,0.023268393623417767,0.03987273965127465,2.0,1000,1000,"[2.83989113, 30]"
81,0.8404760476511964,5,5,5,7.0,6.950992796649459,4.990951227649431,0.028182845869026366,0.022132965360390024,0.03748483710528857,2.0,1000,1000,"[1.9042865, 30]"
82,3.253896096300481,5,5,5,7.0,6.6828976511212606,5.006819906244635,0.04508516229077151,0.03151705893051263,0.0506615323654466,2.0,1000,1000,"[6.36944641, 30]"
83,0.8733014818744844,5,5,5,7.0,5.090189965948692,4.984753971331595,0.02906549441118488,0.022482770197654774,0.03739853756131497,2.0,1000,1000,"[5.79621597, 30]"
84,0.8289061323014656,5,5,5,7.0,5.03250435751746,5.029252769227928,0.028637202839762763,0.022641220331249986,0.0384722939812462,2.0,1000,1000,"[4.79305406, 30]"
85,2.82671587566784,5,5,5,7.0,5.330471350168952,5.027775846287181,0.04884682673240301,0.03394957547250254,0.05448470459552755,2.0,1000,1000,"[3.34108026, 30]"
86,0.9344524349337496,5,5,5,7.0,5.035495065781074,4.998614548776924,0.0302666716883726,0.02395014122744275,0.04045158757024085,2.0,1000,1000,"[2.52700119, 30]"
87,3.053636113253413,5,5,5,7.0,6.671686462019514,5.005704023084626,0.04841565203322501,0.03357797064271061,0.05412093115551946,2.0,1000,1000,"[1.38013074, 30]"
88,3.1492384576479977,5,5,5,7.0,5.3565701724054655,5.008889916144037,0.05304060450136411,0.03628574613701936,0.05799200960865284,2.0,1000,1000,"[0.69039098, 30]"
89,0.9571483992379608,5,5,5,7.0,5.029548945142071,5.002963676189107,0.029558508520446038,0.023448808678021127,0.039665308757160664,2.0,1000,1000,"[0.24783128, 30]"
90,3.905218454147737,5,5,5,6.5,5.805154852569307,4.99879673070278,0.024105232004181895,0.015609367194571873,0.048302391430747965,1.5,1000,1000,"[0.69039098, 1.38013074, 3.34108026, 6.36944641]"
91,1.1357504332595996,5,5,5,6.5,6.430708832382613,4.996833940354317,0.017703785494529743,0.013388202880657946,0.04186559544193109,1.5,1000,1000,"[1.9042865, 2.83989113, 6.10200123, 6.2921917]"
92,0.9803614501570559,5,5,5,6.5,5.048335495559407,5.011645521708586,0.016323381089940133,0.012126051987550046,0.03940195381522463,1.5,1000,1000,"[0.24783128, 2.52700119, 4.79305406, 5.79621597]"
93,1.1189089803034706,5,5,5,6.5,6.4783092261552255,4.986080457243116,0.03488028867502822,0.026932902750085343,0.04849809095867555,1.5,1000,1000,"[6.2921917, 30]"
94,1.0519908176431392,5,5,5,6.5,6.400098818424014,4.978831788449916,0.03406061201526832,0.02541464989213949,0.04482341675647196,1.5,1000,1000,"[6.10200123, 30]"
95,1.1326929576356768,5,5,5,6.5,6.438754834675799,5.0018868578618125,0.03957588183365094,0.029993686501926187,0.05357656530292101,1.5,1000,1000,"[2.83989113, 30]"
96,1.052724446191234,5,5,5,6.5,6.40428720397965,5.021287370565211,0.03571869860829637,0.026770285142645973,0.04727938736052397,1.5,1000,1000,"[1.9042865, 30]"
97,2.32825052031205,5,5,5,6.5,5.94592756443084,5.0144839872877816,0.0401243707252958,0.025371118291640796,0.04161753862639095,1.5,1000,1000,"[6.36944641, 30]"
98,1.0985167061146002,5,5,5,6.5,5.042040473066284,4.987081445146689,0.03762792592383856,0.02817119948521484,0.051264052799617155,1.5,1000,1000,"[5.79621597, 30]"
99,0.9420011710053379,5,5,5,6.5,5.035801900888585,5.024402718077624,0.03304906880587586,0.024772521832535782,0.04514949746246425,1.5,1000,1000,"[4.79305406, 30]"
100,2.1471560674398433,5,5,5,6.5,5.861937389231537,4.997259167279079,0.04065351133296853,0.025406456030443048,0.04154730170727823,1.5,1000,1000,"[3.34108026, 30]"
101,0.985061704648287,5,5,5,6.5,5.027155123563474,5.003332842265327,0.032972222260171394,0.024752366437976264,0.045236348873466045,1.5,1000,1000,"[2.52700119, 30]"
102,2.1598362501742496,5,5,5,6.5,5.770173506920958,5.001343370308523,0.04073125502362722,0.025480301281594092,0.0417688210451751,1.5,1000,1000,"[1.38013074, 30]"
103,2.2066394483656047,5,5,5,6.5,5.676015137124993,4.987183769390972,0.04125246034386973,0.026252354523526162,0.04294750879220346,1.5,1000,1000,"[0.69039098, 30]"
104,1.0298588934234287,5,5,5,6.5,5.084621424863883,5.034262993750937,0.0361963673473647,0.02665666456089712,0.04804793289391791,1.5,1000,1000,"[0.24783128, 30]"
105,1.6982943924561436,5,5,5,6.0,5.508300613946275,4.993544500684147,0.012303746900456743,0.009506596298043554,0.028795487812663754,1.0,1000,1000,"[0.69039098, 1.38013074, 3.34108026, 6.36944641]"
106,1.0405687285820753,5,5,5,6.0,5.950011844476855,5.024666250496993,0.016970794913910698,0.013095649232529824,0.043164882587586495,1.0,1000,1000,"[1.9042865, 2.83989113, 6.10200123, 6.2921917]"
107,1.070918068450981,5,5,5,6.0,5.046500461942391,4.990189477268623,0.018400018110785295,0.014158192904527848,0.046209535561528445,1.0,1000,1000,"[0.24783128, 2.52700119, 4.79305406, 5.79621597]"
108,0.8645771531961585,5,5,5,6.0,5.935129738604074,5.021609606293274,0.029178974345792617,0.022609090353085518,0.0422875153563197,1.0,1000,1000,"[6.2921917, 30]"
109,1.0028095170277447,5,5,5,6.0,5.919352952000772,4.996649372525355,0.03435797248974151,0.02653350355008201,0.04936212940612207,1.0,1000,1000,"[6.10200123, 30]"
110,1.0381128337245427,5,5,5,6.0,5.968059301981777,5.005598523500724,0.03740172404888225,0.029093821517830302,0.055228537519584016,1.0,1000,1000,"[2.83989113, 30]"
111,0.9141011354598543,5,5,5,6.0,5.986219963428296,5.066212264231054,0.033479708690560696,0.026243207998957862,0.050262802142918735,1.0,1000,1000,"[1.9042865, 30]"
112,1.3256631074550445,5,5,5,6.0,5.522247231680911,4.988213893946343,0.023757287221998578,0.017935364516364252,0.029813478666006536,1.0,1000,1000,"[6.36944641, 30]"
113,1.1573761854573126,5,5,5,6.0,5.09086392338858,5.004520590275262,0.039950849893486094,0.030519671025063453,0.05657185016184395,1.0,1000,1000,"[5.79621597, 30]"
114,0.8855373935936532,5,5,5,6.0,4.994680051881085,4.993782154527844,0.035329471671832875,0.027321237938092456,0.05256986299652383,1.0,1000,1000,"[4.79305406, 30]"
115,1.1725814937210135,5,5,5,6.0,5.481603709122178,4.981279358158551,0.024694872093838773,0.018586470003114187,0.03100056934125568,1.0,1000,1000,"[3.34108026, 30]"
116,0.9399817522563707,5,5,5,6.0,5.062976106298004,4.974357713573651,0.03557899768209875,0.027353781289299398,0.05121456585165808,1.0,1000,1000,"[2.52700119, 30]"
117,1.1175466302360781,5,5,5,6.0,5.522801010693287,5.003391007922107,0.022288959743274335,0.016742826482044972,0.027874481081854294,1.0,1000,1000,"[1.38013074, 30]"
118,1.3734798377861364,5,5,5,6.0,5.495327092706869,4.999142948495476,0.024592697578485118,0.018591997884562703,0.030850279170676242,1.0,1000,1000,"[0.69039098, 30]"
119,0.9159963645866546,5,5,5,6.0,5.047129040538011,4.992923601380491,0.03528264355183364,0.02713402521476589,0.05107893175883514,1.0,1000,1000,"[0.24783128, 30]"
120,1.1417499065957852,5,5,5,5.5,5.268086231628469,5.0054257612549105,0.008283512064901346,0.007588879380112085,0.02288215910186798,0.5,1000,1000,"[0.69039098, 1.38013074, 3.34108026, 6.36944641]"
121,1.1203250802905453,5,5,5,5.5,5.458934449358055,5.006878530696622,0.017978623986796366,0.016080243784803373,0.05167456747330064,0.5,1000,1000,"[1.9042865, 2.83989113, 6.10200123, 6.2921917]"
122,0.9603443116848468,5,5,5,5.5,5.0387897537010495,5.006150658931041,0.01806336019237681,0.015976821597293144,0.05201576694574717,0.5,1000,1000,"[0.24783128, 2.52700119, 4.79305406, 5.79621597]"
123,0.9899969617504439,5,5,5,5.5,5.44305968176235,5.008384820766275,0.033186682993780615,0.029786980611083036,0.051621409102885374,0.5,1000,1000,"[6.2921917, 30]"
124,1.030318156549091,5,5,5,5.5,5.447418136212562,5.004612172168863,0.03511835314497271,0.031522906722509104,0.054738759899498425,0.5,1000,1000,"[6.10200123, 30]"
125,0.9845874301430795,5,5,5,5.5,5.499710945862931,4.98992495272776,0.034925958205217586,0.031145756550226743,0.055732805684296,0.5,1000,1000,"[2.83989113, 30]"
126,0.9312812670597679,5,5,5,5.5,5.444064208142294,5.016915669673457,0.03348405425145322,0.030076051268814494,0.052131680074752045,0.5,1000,1000,"[1.9042865, 30]"
127,1.0278942261350403,5,5,5,5.5,5.255989376912313,4.998839611849309,0.017072483547624782,0.015506331650175377,0.02511325066898117,0.5,1000,1000,"[6.36944641, 30]"
128,0.9844276448552303,5,5,5,5.5,5.02916345012361,5.0352023476207055,0.03686070044286403,0.032668356196806594,0.05783466489057484,0.5,1000,1000,"[5.79621597, 30]"
129,0.871149381057537,5,5,5,5.5,5.013094911193245,5.000403992155583,0.03623560601481542,0.03199821010940427,0.057102312390512625,0.5,1000,1000,"[4.79305406, 30]"
130,1.0057860167489132,5,5,5,5.5,5.2806529416439085,5.017978577984312,0.018538565371459943,0.01685438496615751,0.027432450557320846,0.5,1000,1000,"[3.34108026, 30]"
131,0.9244109432337915,5,5,5,5.5,5.042928766227901,4.986498867905772,0.03605639319153481,0.03198753221138259,0.05609523581338195,0.5,1000,1000,"[2.52700119, 30]"
132,1.0243241525907807,5,5,5,5.5,5.260832724145487,4.999013447981904,0.0175633630355101,0.015963063471729363,0.02587098148755992,0.5,1000,1000,"[1.38013074, 30]"
133,0.8712995346390102,5,5,5,5.5,5.285918341737738,5.013751804938375,0.016378418501564313,0.01490844798318787,0.024242100576030046,0.5,1000,1000,"[0.69039098, 30]"
134,0.8512182434625079,5,5,5,5.5,5.069039210213793,5.004561829345412,0.034580708625068304,0.030763224507728306,0.05320908305531109,0.5,1000,1000,"[0.24783128, 30]"
135,1.2265314246654395,5,5,5,5.1,5.043875143281864,4.995216735394044,0.008006483498025985,0.008031823088284476,0.023709355577142616,0.1,1000,1000,"[0.69039098, 1.38013074, 3.34108026, 6.36944641]"
136,1.1595822649358047,5,5,5,5.1,5.087245312347992,5.018647387436769,0.01757199136622112,0.017600844460096323,0.05800700797012315,0.1,1000,1000,"[1.9042865, 2.83989113, 6.10200123, 6.2921917]"
137,1.0091369338553602,5,5,5,5.1,4.999279294289121,4.987168221510256,0.016972278837440593,0.01699706341700846,0.04972520318800696,0.1,1000,1000,"[0.24783128, 2.52700119, 4.79305406, 5.79621597]"
138,1.1957348062666997,5,5,5,5.1,5.098223987430991,5.003812245591143,0.03290451784677462,0.032883888329327336,0.053554763544956974,0.1,1000,1000,"[6.2921917, 30]"
139,1.1740425773058463,5,5,5,5.1,5.095284850287112,5.021958180836465,0.035491373921954776,0.035524437283949044,0.05793018910927108,0.1,1000,1000,"[6.10200123, 30]"
140,1.0581612482749865,5,5,5,5.1,5.09850138807066,5.026769727566645,0.036113304903319106,0.036151266969998125,0.05906803650330722,0.1,1000,1000,"[2.83989113, 30]"
141,1.143911116318429,5,5,5,5.1,5.057607890280164,5.032156419342805,0.036975203878406394,0.037097072099601974,0.06026435071465275,0.1,1000,1000,"[1.9042865, 30]"
142,1.2131143283498413,5,5,5,5.1,5.045902465422824,4.988917110393675,0.017937577502484894,0.017984195862584547,0.02875207778000414,0.1,1000,1000,"[6.36944641, 30]"
143,1.1543944597828142,5,5,5,5.1,5.010425113714924,4.995324711423673,0.03987273540165774,0.0399616021936496,0.06497455635608565,0.1,1000,1000,"[5.79621597, 30]"
144,0.9670559529038034,5,5,5,5.1,4.9865188436960315,4.9784151560652425,0.03523478529944604,0.0352807494681079,0.05763262013224919,0.1,1000,1000,"[4.79305406, 30]"
145,1.0466679739368105,5,5,5,5.1,5.038813781392101,5.000651222376723,0.01702857561229297,0.017091091660841867,0.027385755043836956,0.1,1000,1000,"[3.34108026, 30]"
146,1.0795806986035914,5,5,5,5.1,4.994198271616275,5.0085674223913035,0.035702713403053005,0.03575039979430682,0.05830037801292195,0.1,1000,1000,"[2.52700119, 30]"
147,1.2467463007293675,5,5,5,5.1,5.0334618279050805,4.989748341342797,0.01828742108561646,0.018359461517030492,0.029338157611726222,0.1,1000,1000,"[1.38013074, 30]"
148,1.0798243656339757,5,5,5,5.1,5.055083567418094,5.000548040467835,0.016788476282147517,0.016844620650091895,0.026967665607318204,0.1,1000,1000,"[0.69039098, 30]"
149,1.0723266401496296,5,5,5,5.1,5.004878105024951,4.970818175698575,0.03251184163140216,0.032632547082700344,0.05309865734671089,0.1,1000,1000,"[0.24783128, 30]"
150,6.611488161312116,5,5,5,7.0,6.625819112914563,5.008283385934642,0.031947691758391544,0.022452050007176594,0.06641164642976277,2.0,1000,1000,"[0.69039098, 1.38013074, 3.34108026, 6.36944641]"
151,1.0884184462995128,5,5,5,7.0,6.94934777566177,4.984206911305225,0.015158307368765741,0.011804647682440408,0.035254835597792675,2.0,1000,1000,"[1.9042865, 2.83989113, 6.10200123, 6.2921917]"
