3.580978485705196140e-02,3.933131639534209745e-02,3.589821673030953175e-02,1.570399319241597147e-02,-3.109936950860404670e-01,-8.805091783924932913e-02,3.027073063145024542e-02,-1.941595945253839911e-02,-9.847069925105811361e-03,-2.985295633957937844e-02,-8.458199769427834913e-02
2.495064921493889837e-02,1.071660714775316409e-01,2.297780681278087656e-01,3.949909109966949217e-01,3.767221026779039583e-01,1.790459143673590880e-01,2.415526312844762935e-01,1.754741211103479359e-01,7.924463629112461771e-02,-5.658129906306446494e-02,-1.281720840159119856e-01
1.026432026942547815e-01,8.549044024357597971e-03,1.216085376590569922e-03,-1.250316864467433398e+00,6.195740532161334579e-01,8.346573370924452728e-01,1.602667594137067164e+00,4.978989418141766543e-01,1.618295613240764985e-01,-2.699526641473075361e-02,-8.050779131397672872e-02
8.763495327422667069e-02,5.651623051556301652e-02,4.004791377024828625e-03,9.520957128324734897e-02,2.865667884413987121e-01,2.585179493266555273e+00,6.840354895234641575e+00,6.784330066027719486e-01,1.644464591428577427e-01,-2.041486553072748011e-02,-1.083320458018158794e-01
2.092022995931006046e-02,1.070750789528274738e-01,6.942350733965528542e-02,6.534787834442348786e-02,2.352853071872226809e-01,7.691372327332580694e-01,1.309122464173940736e+00,3.760071319460551731e-01,5.871873890260115997e-02,-4.625246256376722848e-02,-1.261252629018484173e-01
1.004481092281782201e-01,3.083710722897747836e-02,8.112373180056347416e-03,7.373746300736430670e-02,1.193839751283089501e-01,1.943492507629775157e-01,2.255409263058313629e-01,8.972774180699634450e-02,-6.239861097916996752e-03,-5.124537794412983155e-02,-1.189262492308555685e-01
5.858327444277443286e-02,1.598197571630960434e-02,3.031547245865161624e-02,3.849097506613172182e-02,-2.877512605574916726e-02,-1.511270092411667876e-02,7.451859251954457211e-03,-6.095064863953780776e-04,-7.435895053990819459e-02,-9.538156218930843311e-02,-1.009576330237038633e-01
-4.901021220503322395e-03,3.187697216614371332e-02,-1.320960140866186960e-02,-2.700774576985803116e-02,2.699251691362636145e-03,-3.341005876167914973e-02,-5.469262879056147747e-02,-5.928380910953570671e-02,-8.392740612922168497e-02,-1.152943205849012026e-01,-1.253581901545231803e-01
-2.533473852736167764e-03,6.714396132798058220e-03,1.701599584472018173e-02,2.680335469914475396e-02,3.162818826271363015e-02,-6.075422872551825004e-02,-1.125062880353386308e-02,-5.967885974135260507e-02,-5.831677792680749900e-02,-1.087754934807660528e-01,-1.342441629938349590e-01
1.177459234087574469e-02,6.725152555115736230e-03,-1.059018392139839532e-01,-3.166162282455559640e-01,2.168857734950807581e-02,-1.670650858038233780e-02,-2.611894256582635715e-02,-6.485463009552633329e-02,-2.701208366034779998e-02,-7.683755029138839010e-02,-1.036502075066942224e-01
2.544748383802652308e-03,-7.349227356161851243e-02,-1.784058082089510222e-01,-1.787407346755446463e-02,2.799579162607217925e-02,-2.809369693930414275e-02,-1.034286160471453372e-02,-5.326519871416179885e-02,-8.949300744370529415e-02,-5.664998453248699245e-02,-1.052950285850810103e-01
