,real x,real y,x fit,y fit,amplitude error percent,x stderr,y stderr,star flux,variability percentage
0,5,5,5.015220661798494,4.988893814412654,0.03681956345653654,0.03202876074704159,0.031892617252208294,1000,0.038
1,5,5,4.946764712644106,4.973270500166793,0.035917688359579994,0.030360900762064706,0.029459332338592898,1000,0.038
2,5,5,4.99217977920213,5.000666571399108,0.036955716622262415,0.032389061056352704,0.03175121662928729,1000,0.038
3,5,5,5.012694494231346,5.072603228982487,0.03385005404244541,0.0293920449497109,0.0291418360089776,1000,0.038
4,5,5,4.937772280937599,5.015911357816476,0.03939573046006477,0.033128306475732484,0.03347933032289343,1000,0.038
5,5,5,4.9898427536627,4.929777282680329,0.032588121270162355,0.027986805128090327,0.02798322141158124,1000,0.038
6,5,5,4.968228684232955,5.022223517339539,0.03651126385642779,0.03151588943767301,0.031418182545185844,1000,0.038
7,5,5,4.9601434572915695,5.00299576119519,0.037142802817772394,0.03158548614328101,0.0321519378952984,1000,0.038
8,5,5,4.9189605077717005,5.038130260515931,0.03709680571651859,0.03258841229139039,0.03207114638332772,1000,0.038
9,5,5,4.9858831141829,5.004246037623873,0.03622368092364371,0.03210773069024186,0.031794924987579534,1000,0.038
10,5,5,5.007786014262108,5.048898895957391,0.03654630324083832,0.03182380316014638,0.03192388322015277,1000,0.038
11,5,5,4.958641803697727,5.034365592707066,0.037766883677002934,0.032445689135717555,0.03239171812969795,1000,0.038
12,5,5,5.015344634297429,5.006079142610098,0.03650681432501057,0.03179831445099433,0.03147106262551379,1000,0.038
13,5,5,5.021505700965898,4.985519905596685,0.03772768858085181,0.031350997852163144,0.03150753676420042,1000,0.038
14,5,5,5.016950917858118,5.018764485267663,0.036988467701267645,0.03087490481018483,0.030847746575121803,1000,0.038
15,5,5,4.986962194626448,5.017343388833138,0.03576851618678091,0.03149459990177478,0.03135948518619204,1000,0.038
16,5,5,4.990122693524246,5.0348724762760275,0.03663815618876691,0.030526803679402477,0.0307041663242139,1000,0.038
17,5,5,4.9912667080648765,4.998904997724163,0.03619450966166341,0.030205101182426527,0.029949361751039842,1000,0.038
18,5,5,5.008686762447786,5.045678854684587,0.03739172134588668,0.0331373741998689,0.03306072294978336,1000,0.038
19,5,5,4.990319143780735,5.032296477509673,0.03663819915662978,0.03176181678261487,0.03160987242602805,1000,0.038
20,5,5,4.983517613959819,5.0292769570758145,0.03792445788171033,0.03170594975248599,0.031715809554770935,1000,0.038
21,5,5,4.9708021080289075,5.008661785575659,0.04469839668793979,0.03766860404441338,0.03719574020956847,1000,0.038
22,5,5,5.012256186899732,5.0494089568051335,0.0350425991051688,0.030516612846556292,0.030084258964388468,1000,0.038
23,5,5,5.034727372336835,5.005859418401528,0.031569021491542934,0.02762281310336639,0.027522653401980533,1000,0.038
24,5,5,4.936002023159216,4.968511231210934,0.03540281906379346,0.03085805749182771,0.030986711183895246,1000,0.038
25,5,5,4.987917820944252,4.989477911655305,0.040337901766170574,0.03430046469236271,0.03434809364398259,1000,0.038
26,5,5,5.079660911555377,4.987899236813048,0.03637813219019227,0.031320987845982896,0.031468490042543096,1000,0.038
27,5,5,5.064360247230598,5.002261409610819,0.03586696839098663,0.03060548706469154,0.030616182671681605,1000,0.038
28,5,5,5.006446716500145,4.953718904587413,0.035095931720781084,0.028484869155425342,0.029068777282635877,1000,0.038
29,5,5,5.0590593696948885,4.993339044096341,0.03250458765273445,0.02845735065702894,0.028457210753030888,1000,0.038
30,5,5,5.038610430273952,4.979748058621758,0.0360517541021615,0.03199649251787572,0.03164441164090304,1000,0.038
31,5,5,5.005513470335534,5.054529578503802,0.032733688231451605,0.02702499123928693,0.02734780728418718,1000,0.038
32,5,5,4.959368693672174,5.0114454321207775,0.03540048056226651,0.030290832660604988,0.029979608947979887,1000,0.038
33,5,5,5.014365637119648,4.967758057291437,0.03734556132350731,0.032553809710721505,0.03267915722652335,1000,0.038
34,5,5,4.988988760320973,4.985144562124549,0.03476609267520205,0.029378369138491147,0.029501709379311115,1000,0.038
35,5,5,4.973804061073605,5.000036660031478,0.03487759705151182,0.030524582536486822,0.030455976188877,1000,0.038
36,5,5,4.9569521536877605,5.006472621938169,0.03564347275725775,0.030973328003160883,0.03026031383754386,1000,0.038
37,5,5,4.973379785685129,5.031128699652929,0.03711008767978288,0.032702815716589236,0.03252373857281039,1000,0.038
38,5,5,5.045083086056685,4.99137260127262,0.03956902026378007,0.03412261878250126,0.033672888081434926,1000,0.038
39,5,5,4.973942941113903,4.99999202319208,0.03624971021954932,0.03171220112811829,0.03197015510439179,1000,0.038
40,5,5,5.003094766894752,4.9418753517605545,0.036211760130335904,0.030038489802856602,0.029632520575552376,1000,0.038
41,5,5,5.00348736654595,4.978121237176012,0.03477889111002459,0.02941787283633385,0.02938614621788711,1000,0.038
42,5,5,5.004869350830767,4.940085154124665,0.03418326204486909,0.02865053175876132,0.02871785696789968,1000,0.038
