,redchi,real x star 1,real y star 1,real x star 2,real y star 2,x fit star 1,y fit star 1,x stderr,y stderr,separation,star1 flux,star2 flux,freqs analyzed
4500,5.201075524986871,5,5,5,7.0,7.159024072901836,4.994725092993734,0.04566942743799567,0.039876579825600326,2.0,1000,1000,"[0.69039098, 1.38013074, 3.34108026, 6.36944641]"
4501,0.9187599677803209,5,5,5,7.0,6.972563781487303,4.997510220517709,0.012234190632413537,0.010317127128806306,2.0,1000,1000,"[1.9042865, 2.83989113, 6.10200123, 6.2921917]"
4502,1.0791518940855227,5,5,5,7.0,5.043953149721525,5.003401466256268,0.014300013454335606,0.012077147046080929,2.0,1000,1000,"[0.24783128, 2.52700119, 4.79305406, 5.79621597]"
4503,0.9176879277719361,5,5,5,7.0,6.979268416647604,5.021442426768303,0.025602888639508905,0.021663074567072324,2.0,1000,1000,"[6.2921917, 30]"
4504,1.0182311306969551,5,5,5,7.0,6.980770179590117,4.9690661428591385,0.027348562628927417,0.023117281126441618,2.0,1000,1000,"[6.10200123, 30]"
4505,0.9473881368592647,5,5,5,7.0,6.967904517620976,4.991397007645553,0.026591891920066116,0.022388927940566797,2.0,1000,1000,"[2.83989113, 30]"
4506,0.8311227099490983,5,5,5,7.0,6.956335874943467,4.999390563784063,0.024669398884690632,0.02070202028081923,2.0,1000,1000,"[1.9042865, 30]"
4507,3.504513949242872,5,5,5,7.0,7.154211464995024,4.982692092828596,0.06485098884060748,0.05701041015203233,2.0,1000,1000,"[6.36944641, 30]"
4508,1.1096052799719058,5,5,5,7.0,5.052083420064238,4.986706262607379,0.03219042702259404,0.027143583528747305,2.0,1000,1000,"[5.79621597, 30]"
4509,0.8864525936547202,5,5,5,7.0,5.002772256176022,4.990061333744999,0.025990108983896525,0.02217382788680023,2.0,1000,1000,"[4.79305406, 30]"
4510,2.0757943667821737,5,5,5,7.0,7.212465526118491,5.027875405649362,0.07279623141553469,0.06445779739820186,2.0,1000,1000,"[3.34108026, 30]"
4511,1.0262028780221415,5,5,5,7.0,5.069069797289761,5.020118892217591,0.031172546478111275,0.026027062964746894,2.0,1000,1000,"[2.52700119, 30]"
4512,2.5698114491995825,5,5,5,7.0,7.145380591208174,4.989981912045153,0.07104884040664641,0.06244437861701677,2.0,1000,1000,"[1.38013074, 30]"
4513,2.76576100708791,5,5,5,7.0,4.839460087309269,4.98383198005194,0.061419519297955284,0.05415263933433557,2.0,1000,1000,"[0.69039098, 30]"
4514,0.951433950857266,5,5,5,7.0,5.061248534054632,5.013816412121214,0.028040572592816927,0.023494239195355066,2.0,1000,1000,"[0.24783128, 30]"
4515,7.651714955854069,5,5,5,6.5,-14.600320361549118,4.283801601063801,,,1.5,1000,1000,"[0.69039098, 1.38013074, 3.34108026, 6.36944641]"
4516,1.0763195609269205,5,5,5,6.5,6.465143680179942,5.004506917641201,0.014997279288821094,0.012056600392174288,1.5,1000,1000,"[1.9042865, 2.83989113, 6.10200123, 6.2921917]"
4517,1.1523838521218528,5,5,5,6.5,5.0633252644906594,4.987154953518869,0.01636934114864852,0.01248219622505489,1.5,1000,1000,"[0.24783128, 2.52700119, 4.79305406, 5.79621597]"
4518,1.1376578087097662,5,5,5,6.5,6.463631517114019,4.980439327747585,0.03319765006872973,0.026311115678247753,1.5,1000,1000,"[6.2921917, 30]"
4519,0.9755907100361884,5,5,5,6.5,6.486058838858571,5.007883723332115,0.02813665248555453,0.022638809838725644,1.5,1000,1000,"[6.10200123, 30]"
4520,0.9106198759256773,5,5,5,6.5,6.451558651420058,5.01958418677062,0.030066918584601764,0.02367671293716928,1.5,1000,1000,"[2.83989113, 30]"
4521,0.9820274498376713,5,5,5,6.5,6.45939736959905,5.0093658031513435,0.03181206619616912,0.025114531815723772,1.5,1000,1000,"[1.9042865, 30]"
4522,2.820943508370684,5,5,5,6.5,6.6895555320995985,4.974064999532754,0.06459150571878333,0.05579032793008676,1.5,1000,1000,"[6.36944641, 30]"
4523,1.0112345237452274,5,5,5,6.5,5.051674851545817,4.9754831151353205,0.03150128133611797,0.024365390762656206,1.5,1000,1000,"[5.79621597, 30]"
4524,0.9928722270893423,5,5,5,6.5,5.054126946829109,4.977821431710729,0.032716530389167955,0.025335535065195525,1.5,1000,1000,"[4.79305406, 30]"
4525,1.9578645147338811,5,5,5,6.5,4.840456282340636,4.987756371336947,0.07901507304887781,0.06590366388802177,1.5,1000,1000,"[3.34108026, 30]"
4526,0.9842140607694482,5,5,5,6.5,5.072940612260717,4.985254977718882,0.030798050754737835,0.023662445742894528,1.5,1000,1000,"[2.52700119, 30]"
4527,3.4665206330172316,5,5,5,6.5,4.740184813845029,5.015972072688878,0.06951430723849028,0.05969945055814967,1.5,1000,1000,"[1.38013074, 30]"
4528,2.2940347256831926,5,5,5,6.5,6.677958960831027,4.976466984658832,0.08366667102618529,0.07204974534191168,1.5,1000,1000,"[0.69039098, 30]"
4529,1.1743917572580913,5,5,5,6.5,5.086334827742998,5.003106707913016,0.036412006687155545,0.02784085210944351,1.5,1000,1000,"[0.24783128, 30]"
4530,3.370149999667623,5,5,5,6.0,6.296992592334937,4.990957784476811,0.05179998056438901,0.04463341575690704,1.0,1000,1000,"[0.69039098, 1.38013074, 3.34108026, 6.36944641]"
4531,1.0880393658169119,5,5,5,6.0,5.965447142229546,4.996589310094166,0.01618895031496357,0.012789814875520576,1.0,1000,1000,"[1.9042865, 2.83989113, 6.10200123, 6.2921917]"
4532,1.1213452446566914,5,5,5,6.0,5.042322740241169,4.999406839816076,0.016751758610416757,0.013302008173459154,1.0,1000,1000,"[0.24783128, 2.52700119, 4.79305406, 5.79621597]"
4533,0.8855170057678818,5,5,5,6.0,6.015079970087309,4.9943255461028775,0.029527972589686598,0.023854100289984744,1.0,1000,1000,"[6.2921917, 30]"
4534,0.9670964443638455,5,5,5,6.0,5.948395661874669,4.9618030472506565,0.031090323886300435,0.024761697268366297,1.0,1000,1000,"[6.10200123, 30]"
4535,0.9956617122439724,5,5,5,6.0,5.948207168623189,5.014165883500526,0.03351115969158838,0.02669693627688582,1.0,1000,1000,"[2.83989113, 30]"
4536,0.892991292297167,5,5,5,6.0,5.949279268915633,5.027090408659233,0.03085804870396775,0.0245558965004538,1.0,1000,1000,"[1.9042865, 30]"
4537,2.061316110781182,5,5,5,6.0,6.252563070133878,4.985088626710942,0.07319050732935592,0.06256789670909692,1.0,1000,1000,"[6.36944641, 30]"
4538,0.9305481809913119,5,5,5,6.0,5.081100665587463,4.9727410391616225,0.031103993849313182,0.02460582521159731,1.0,1000,1000,"[5.79621597, 30]"
4539,0.9555675691432746,5,5,5,6.0,5.037523404179274,5.035303558826321,0.03150736665549947,0.02528636426614941,1.0,1000,1000,"[4.79305406, 30]"
4540,2.4081716087936607,5,5,5,6.0,6.299153590031615,4.984238892970326,0.08207867863770195,0.07084545155197808,1.0,1000,1000,"[3.34108026, 30]"
4541,0.9931350654374195,5,5,5,6.0,5.024696834228286,5.004463912023351,0.03381321817182135,0.02719528530126015,1.0,1000,1000,"[2.52700119, 30]"
4542,1.8165634564725526,5,5,5,6.0,6.30880638192037,5.000021053051337,0.0895204579859332,0.07745287408141699,1.0,1000,1000,"[1.38013074, 30]"
4543,1.7093479818245858,5,5,5,6.0,6.314408219999739,4.999898854277992,0.09262816895066006,0.08021983602979085,1.0,1000,1000,"[0.69039098, 30]"
4544,0.9686819620250418,5,5,5,6.0,5.0271008996955855,4.982568772378372,0.03452776867223902,0.02779587396125601,1.0,1000,1000,"[0.24783128, 30]"
4545,2.6186211946587816,5,5,5,5.5,3.0548675304377038,11.632911581860824,0.5376775311300999,679.3443629514046,0.5,1000,1000,"[0.69039098, 1.38013074, 3.34108026, 6.36944641]"
4546,1.0091660669974518,5,5,5,5.5,5.483866412632616,5.012186401550392,0.015060318974126682,0.013452730448815625,0.5,1000,1000,"[1.9042865, 2.83989113, 6.10200123, 6.2921917]"
4547,1.0795242362657864,5,5,5,5.5,5.015763337573619,4.992976443603964,0.01576492057504966,0.014278546891315282,0.5,1000,1000,"[0.24783128, 2.52700119, 4.79305406, 5.79621597]"
4548,0.9104078217637019,5,5,5,5.5,5.491674582241305,5.005599938552425,0.028289863580063912,0.02545288373246199,0.5,1000,1000,"[6.2921917, 30]"
4549,0.9436681680102083,5,5,5,5.5,5.49843804131807,5.021465424901358,0.02886649404613015,0.026004952723960525,0.5,1000,1000,"[6.10200123, 30]"
4550,0.894208310363731,5,5,5,5.5,5.465651049708625,5.0270458189325185,0.029621052479856306,0.026649471857562914,0.5,1000,1000,"[2.83989113, 30]"
4551,0.8747295578151938,5,5,5,5.5,5.484921213829038,4.991098171012895,0.03090899898744099,0.02784224236122793,0.5,1000,1000,"[1.9042865, 30]"
4552,1.3768358707448523,5,5,5,5.5,5.956902459308002,5.054789338877958,0.09758204808263904,0.0887172164876387,0.5,1000,1000,"[6.36944641, 30]"
4553,0.9403718547156025,5,5,5,5.5,5.016958878345091,4.978785460032271,0.03117860230820632,0.02835719177194548,0.5,1000,1000,"[5.79621597, 30]"
4554,0.9214938601876681,5,5,5,5.5,5.0155380874038755,5.0172762042600825,0.030064715421228422,0.027351032065824975,0.5,1000,1000,"[4.79305406, 30]"
4555,1.2275596644638092,5,5,5,5.5,4.580947599873295,5.038723582971059,0.12370951783576357,0.11316349041225204,0.5,1000,1000,"[3.34108026, 30]"
4556,0.9750151816962439,5,5,5,5.5,5.031022212993035,5.0012265947426195,0.03248185256910138,0.02960923722662903,0.5,1000,1000,"[2.52700119, 30]"
