,x values,y values,sigma,x std. from fit,y std. from fit,sigma std. from fit
0,4.975379736897922,5.037505405953969,1.036693611678296,0.013837434176370197,0.013837320973774119,0.009736459318799061
1,4.971647683914719,4.964038983086457,1.0394466039921102,0.01357040373834165,0.013570339392933867,0.009550704047198608
2,4.968406942552897,4.963126515059289,1.0369630045375104,0.014227034239130356,0.014226982076849743,0.010011001794538827
3,5.025979762905323,5.079270748374545,1.0428745926699086,0.015410812554991634,0.015410038003084318,0.010850796997278572
4,4.992019677826028,4.959686320618895,1.0432075617507297,0.016230112711574565,0.016229882970914832,0.011425525141914793
5,5.014883350151106,5.058941474730111,1.03747626598527,0.013595261001693858,0.0135948186798502,0.009567321993247871
6,4.973977665514347,4.933930258915203,1.0383525689375064,0.01479317971236765,0.014792644876174215,0.010411666751481929
7,4.991640696179305,4.944791172377821,1.0489512772815295,0.016431804959005758,0.01643140843581472,0.01157277217088377
8,5.0430676905463105,4.967950869541102,1.0329747027442866,0.014138889296076181,0.01413901686622511,0.00994604909224008
9,4.968331005131527,5.04893229026861,1.0353983322738953,0.01405852413834455,0.01405832048587724,0.009891637197695858
10,5.050818274310466,5.035049491530118,1.0530463174145057,0.016913487610868718,0.01691365906502555,0.011915663496045004
11,4.982974959834521,4.965232407047917,1.0358736406095328,0.015607116200637929,0.015606967340983723,0.010980645073063332
12,4.9589104632575305,4.959443590531532,1.042618784135316,0.015847458113274458,0.01584746448176554,0.011156563819172077
13,5.033870974445703,4.95416021277055,1.0450881156884364,0.015412466413598053,0.015412338358046711,0.010852157160936415
14,5.045518504628556,4.970409629938934,1.0421803980210904,0.015335582947137771,0.015335751605199515,0.010795731690443693
15,5.060063252376543,4.974810469491853,1.0461394564265172,0.01573106783149608,0.015731465793396057,0.011077939144350157
16,5.050053746866012,5.0276596343547375,1.0404705716774103,0.014282954373157603,0.014283190059947434,0.010053614933593176
17,5.048455896989622,5.056191751503144,1.0366933030990417,0.01511629559326472,0.015116172076580206,0.010638118947892197
18,4.9800316451198,5.066398859953401,1.032682985804408,0.014740411080065087,0.014739767403943305,0.01036968968566395
19,5.004977029528264,5.064769724452871,1.038866342227469,0.014786857385738001,0.014786256918363664,0.01040719420286137
20,4.988130854512752,4.941317717168978,1.0397510726391284,0.014774808624600424,0.014774340240880191,0.010399154398120192
21,5.031022202792681,4.945888254219196,1.0311294073389101,0.013500064738926357,0.013499766496751999,0.009495540146990795
22,4.96470124522318,5.047303873531741,1.0421836916323155,0.015295878365290843,0.015295739013620935,0.010767933584459021
23,5.012612288527449,4.935716408390779,1.0278596805182492,0.013311598504092246,0.013310968526742562,0.00936037560067841
24,4.979213833224824,4.970634542829898,1.0390247052552122,0.014339550649237701,0.014339490065579363,0.010091300860154515
25,5.0502980629412555,5.004491432951586,1.0503448981971673,0.01784977940669869,0.01785013395842631,0.012572581359184641
26,4.990716178616526,4.931841314584963,1.0528611891992858,0.01753960800160513,0.017539008759274798,0.012356764231217074
27,5.021163576363019,4.946942616013595,1.0489252482218385,0.016553102099156884,0.016552784442497,0.011658279830358872
28,4.939754381952942,4.968762871543468,1.0478228439812345,0.01603282410780588,0.016033174699272276,0.011291868432253608
29,4.9602497876347735,5.032475157310226,1.056090438154223,0.018138494505641915,0.018138562010040275,0.012780460807193401
