2.362274004391040974e-02,2.587887666243388063e-02,3.501440627369262204e-02,4.799449785140557506e-02,3.554239124716297715e-02,2.469204232015225625e-02,2.456339866808762012e-02,2.309144080299356874e-02,2.378165591908841178e-02,2.415386831310080418e-02,2.410929227665226451e-02
2.396846176736364825e-02,2.944066821138900322e-02,8.973694670638877879e-02,3.438592879709780892e-01,1.487039847936525438e-01,2.968327441242020817e-02,2.541939941074452397e-02,2.514949391102013973e-02,2.364555367158053048e-02,2.279974329101426903e-02,2.338238735576992841e-02
2.406401595408188404e-02,2.971393125911245964e-02,1.918922070304060479e-01,5.727156658573748782e-01,1.518893300491964138e-01,3.233303299923365876e-02,4.420108609085222212e-02,5.627110182708085218e-02,3.659348652971042976e-02,2.187131826736981796e-02,2.625394787643369962e-02
2.330434414056516135e-02,2.611386373216140547e-02,3.877570526343949997e-02,5.285858215774155017e-02,3.196966723115294423e-02,4.454270077034522268e-02,8.891281209961822418e-02,6.887179749852319344e-02,3.394787224393817221e-02,2.261892724385812167e-02,2.621528350690606815e-02
2.483612352042291818e-02,2.397553081008206230e-02,2.385507340374373036e-02,2.558211002519679422e-02,2.600374341899224992e-02,3.197706021222856965e-02,3.224370228782721948e-02,2.617543403854325976e-02,2.500620798955288313e-02,2.202745596134668415e-02,2.707720743270768810e-02
2.398906405831054134e-02,2.308383313830047329e-02,2.511197178765826876e-02,2.299695919886151144e-02,2.647194104501286033e-02,3.244979178013438631e-02,2.884645908399426431e-02,2.396217834835656299e-02,2.128146823729570522e-02,2.336494228343559756e-02,2.559680830005913593e-02
2.179247982971180622e-02,2.173920270277929570e-02,2.121114821297961223e-02,2.338835684317653457e-02,3.079636836929495330e-02,2.904826601787180787e-02,2.475763329935013260e-02,2.210866425280099204e-02,2.287870160567685024e-02,2.633503618610530048e-02,2.550276299159714294e-02
2.224286623505250526e-02,2.235815433762581780e-02,2.618041045721647767e-02,3.242782795407014168e-02,2.619408362271408858e-02,2.275025634983542100e-02,2.348407093542071236e-02,2.353758324213419892e-02,2.100850984123875387e-02,2.195485614157802884e-02,2.375862369370134591e-02
2.413040886831180343e-02,2.456321748617385989e-02,3.259634666243683976e-02,3.311511172614078902e-02,4.180686315512485013e-02,2.206731305096009538e-02,2.260288902641984649e-02,2.332542445985551563e-02,2.098520777911118754e-02,2.244159032661655062e-02,2.407611544695422226e-02
2.386388504173952291e-02,2.780535710902168681e-02,2.858038681053767793e-02,4.000752719241515432e-02,2.959921390559202420e-02,2.193401860670875572e-02,2.241757798822563083e-02,2.281215730065867114e-02,2.214060536925961664e-02,2.275148711456942072e-02,2.322754302768205784e-02
2.372116543150875473e-02,2.793658299788232338e-02,3.172714917859479483e-02,2.955000708323527597e-02,2.559480549603077026e-02,2.475112398753529994e-02,2.409007478451761705e-02,2.542461287634867687e-02,2.470951099233723372e-02,2.343322293544103374e-02,2.340847473512148655e-02
