,x values,y values,sigma,x std. from fit,y std. from fit,sigma std. from fit
0,5.249505321098351,5.160194203687619,1.020831079081045,0.014735171266305691,0.014740658025154332,0.010403084347104451
1,5.081195322054714,5.273220075731288,1.0089794739053093,0.013395114979524203,0.013383312051247247,0.009440640906879181
2,5.163194576239374,5.244959430632389,1.013595064787916,0.013733152926124492,0.013727815198623677,0.009689455735581522
3,5.202241700217817,4.8246534264474885,1.0121877063069107,0.013315309410620094,0.013317012537184194,0.009389746986076345
4,4.7743654903095365,5.176733660641071,1.0067481135339509,0.012184328364071146,0.012187534644349945,0.00859591282471379
5,5.0802664483111855,4.726557487998381,1.0135060860617717,0.013608216918195916,0.01359711328243066,0.009592970960277168
6,4.953865905368841,5.306725989077429,1.006094871620342,0.01328552737059683,0.013269692540102636,0.009365236962484171
7,5.159289456139782,5.237974156803877,1.0113565606148052,0.013581736124025624,0.013576502407830546,0.009579610516672755
8,4.86455595905633,5.265272808385337,1.0083452561103052,0.014497149467505849,0.014487556052181197,0.01022480468203814
9,4.806473110357155,4.785084853484165,1.0228284145985527,0.014411345718408755,0.014410092860411476,0.010171783469574243
10,4.777237933738567,5.154231691270186,1.0164909621692122,0.013574772337021038,0.013578838222313512,0.009575665305805597
11,5.209966248156969,4.812693380941637,1.0039631887749492,0.01183707851249395,0.011838591477209882,0.008348199105287469
12,4.729805077317279,5.100719292700007,1.0091361681153872,0.012729202974656116,0.01273946382468812,0.008980622436768771
13,4.91987952289662,4.715213537971559,1.0114494186034635,0.013004381981248404,0.012992608321822679,0.009168495420469146
14,5.118948896853494,5.2553794731463315,1.0146763334149922,0.013055019499947152,0.013047189795174115,0.009205413491041602
15,4.949761283656241,5.300006204875801,1.0148742961592498,0.013210230759877794,0.01319726818863676,0.009315076482939172
16,5.165289708968169,5.232016585995387,1.0182634448950518,0.013514632335547096,0.013510721399401382,0.009534867979467707
17,5.156191972605805,5.244262826639028,1.0112585551084452,0.013865564509730288,0.013859568574053089,0.009780394796626379
18,4.832976418227816,4.765656402382705,1.0072645828916948,0.01207857672537441,0.012074261988579336,0.008518844581928321
19,4.9073631880881905,5.270977831304098,1.0265341160003085,0.01491433842129766,0.014905248667398273,0.010520828611733122
20,4.78740778488861,5.18348473042783,1.01618395692743,0.01445568522518577,0.014457589335508433,0.010199562501994516
21,5.062253662262453,5.27177651926243,1.014230347063618,0.013551213129637689,0.013539892576986965,0.00955094340434399
22,5.156554554918971,4.76496791793942,1.0085765213672642,0.014123913910583728,0.014118244862555775,0.009959625298735304
23,4.895119057096726,4.738830831535532,1.0111846853217252,0.01241762204334851,0.012408727572285201,0.008753519561800682
24,4.948135867214844,4.724612070249592,1.0197461629801123,0.014775049965052297,0.01476339862617696,0.010416220376310412
