,x values,y values,sigma,x std. from fit,y std. from fit,sigma std. from fit
0,4.986360555818756,5.0111936890668005,1.0636042157230383,0.011847157618679719,0.011847162013197916,0.008350474587620714
1,5.000025517696479,5.002526172102549,1.0710661030653295,0.01351711177385662,0.01351711128396979,0.00953110628910106
2,4.982264461884144,4.999730002824448,1.0539197621104157,0.010651779653977001,0.010651804552453159,0.007503663868816472
3,4.996458026747889,4.986326266006892,1.0657402665888198,0.012186238954262239,0.012186226283331117,0.00859042149588969
4,5.008663248351194,4.992817647550574,1.0663234787312683,0.01091902208570793,0.010919023523143974,0.0076973484727985144
5,5.016339005684027,5.009711681184137,1.0691821276231066,0.013752781729755425,0.013752794868221384,0.009696484204047694
6,5.002348915424994,4.993781090530761,1.0586394308842517,0.010810309610526547,0.010810307122072793,0.0076174431410722205
7,4.987293675780823,4.988675118081474,1.0628328789880752,0.0125206199201318,0.012520622576604726,0.008824785411946832
8,4.998867125343117,4.992593295557874,1.0673860018265193,0.01265677388078576,0.012656769910758708,0.008922842765924479
9,4.996700622541963,4.993792986813441,1.0650455729955384,0.01207845403712253,0.012078451945450942,0.008514092433112647
10,5.0103271088592045,4.995871772976001,1.070401223484674,0.012822740434604747,0.012822746633376476,0.009041234960649033
11,5.01282031254115,4.991344792177752,1.06263031969751,0.012583045887309201,0.012583052958637722,0.00886867255181784
12,5.011246941174386,4.990063513842064,1.0576823881613675,0.011268494345919798,0.011268496494539183,0.00793990239919312
13,4.989708175063217,5.011760830913029,1.0596336120141794,0.011278534454800789,0.011278532060897881,0.00794789093558742
14,4.9962235982429,5.0018733924818015,1.067986416399294,0.013728631053056023,0.013728631986833011,0.009678773580848685
15,5.010721592017683,4.992943816271648,1.0729541963191724,0.013319411546207749,0.013319416008559815,0.009392594328669764
16,4.995110989835919,5.005511907241765,1.0642002115928837,0.011871917861973778,0.011871917448446555,0.008368127849087892
17,4.99397752245874,4.994405928586666,1.0744826624996717,0.014284762673764358,0.014284762981080956,0.010074028068473146
18,5.010726047170199,5.0153784359356965,1.0630566910726704,0.011780189713755988,0.011780180777745713,0.00830303005582439
19,4.992533668380756,5.011858564103552,1.0640596316773383,0.01238492068066021,0.01238491420736063,0.008729697004858615
