,x values,y values,x std. from fit,y std. from fit
0,5.148577118520261,5.233254898411048,0.03559671176877359,0.03559674071114238
1,4.204717028557002,4.996774328540582,0.05751031671785413,0.05748903429409106
2,4.445792360894526,5.961121443576683,0.05638101121664529,0.05640246703217604
3,5.606187265809325,6.049209501369838,0.05472194104256762,0.05475331035738663
4,3.6726088411587963,4.973048996664489,0.05254473198642557,0.052525213098098635
5,3.9815055666772574,5.015378095683333,0.05633702225454062,0.05630153622643442
6,5.009629710528935,5.941928022745367,0.05743786397965384,0.057472773598192486
7,4.363869428420371,6.055963836453116,0.05633902750037112,0.05636764673326643
8,5.423550453296399,5.738485565418167,0.055240632827527725,0.055254691288534996
9,5.467159942764389,5.781025179442345,0.060235027395046395,0.060253301909747925
10,4.1201039647449225,6.51642009786729,0.03637897389590819,0.036392488665752
11,5.009689402558976,6.200670555410124,0.057375743710839165,0.05744969432187416
12,4.976403062644123,6.196769893648131,0.059461972965580985,0.05953954882695708
13,5.014657517180222,5.886814604178426,0.05897703280052287,0.05899156025129485
14,4.9811539732353785,6.739006992072369,0.0353329062925542,0.035372106939074964
15,5.731448702010119,6.246707048169766,0.05317086288030295,0.05320174226774434
16,5.002968489549009,6.700863716688064,0.03892890014300585,0.038958774102940345
17,4.660106393508486,5.543374607444814,0.052041489394297515,0.05204308457078128
18,4.820963741284908,5.263458859198288,0.0376669833214555,0.037667051553614016
19,5.035187760989781,5.374221999836257,0.04217710253770694,0.04217756373035533
20,4.510358432007106,5.818893235454614,0.05797748158460541,0.05799871176437877
21,5.767023907786206,6.33687065651049,0.04503644233183378,0.04505582609785986
22,3.6967747475595347,4.995130908168189,0.05053231710009684,0.05049011768881519
23,4.224390553147306,6.300042733997256,0.05066368392492815,0.0506897799773585
24,4.203168110266002,4.983696804965553,0.05266451381989101,0.05265431562462528
25,5.652029586207342,6.17160827060974,0.05075572529989114,0.050768193017366896
26,3.9263567103959534,4.984029583620223,0.05850042198664597,0.05843539116395225
27,5.000598536364014,6.023390927105679,0.05860679423844415,0.05865537575620111
28,5.444603850608431,5.740119722239013,0.05742662059188338,0.05743826515568217
29,4.032732303062018,5.024942425196138,0.060076811868798874,0.06006655285654376
30,4.566291849754091,5.745829768737505,0.05499166894330393,0.054993991210291776
31,4.52098632522705,5.815485190754695,0.05733518802450522,0.05735573814275535
32,4.079426063453491,4.997425610741217,0.05725980413967146,0.057238604878795014
33,5.893055095714792,6.4987718699611055,0.03850728321654842,0.03851758393123363
34,4.742013578318941,5.475598663808353,0.0505912375241911,0.050591897574016914
35,4.079034814203022,5.008459757037731,0.05640210172129753,0.056376724970387
36,4.977239057049483,5.53813699169716,0.04882316614887155,0.048825114062538706
37,4.363979120378032,6.129253701131851,0.0530242910806118,0.05303270378718067
38,4.525788216544052,5.806135649149693,0.05544136724319974,0.05545390845945755
39,4.346815639693284,6.148089894246905,0.05208295528844937,0.05211529807616352
40,3.851029313886448,5.014227447697682,0.05750526234266327,0.05744108629740956
41,4.993227268649139,5.805814475230834,0.057464170390854864,0.05747047132659582
42,4.553548289279149,5.010527123985218,0.047906480353618136,0.047905310176267125
43,4.998039567690561,5.784448419428516,0.058145098289876046,0.058164118452127024
44,5.008547582943534,5.6570518490017,0.051027367133924174,0.051033577622442636
45,4.538209180441066,5.800811246641375,0.05868561403980687,0.05870289697202656
46,5.394116177902581,5.722750656761226,0.056708998747170544,0.05671770124860761
47,5.54256623819076,5.932747940196235,0.05514115359064644,0.05516758814487658
48,4.611640375225418,5.627861204901771,0.056871611145956624,0.056879647704872256
49,5.461087358131986,5.804831272618241,0.05731561933338062,0.05733234288520836
50,4.217647405723673,4.978298578493979,0.05032112522804105,0.05030723328396114
51,5.0056889011103065,5.8514388790412015,0.05741642666595451,0.05743382928226408
52,5.213793496240222,5.38465941086739,0.04572233735033251,0.045722948728394885
53,4.626405638968794,5.6664440994684595,0.056151784458889964,0.0561579159985085
54,5.000129584326188,6.380825848608666,0.05071996661853335,0.05077163508554457
55,4.319184461880596,4.996483352189911,0.05640371138144966,0.056393827731319
56,4.684932471079156,5.582383799495817,0.05369220049663963,0.053696680728028835
57,4.975962455541257,6.513848086948702,0.043950164065920026,0.043984445136449925
58,4.704253582873897,5.485035602990855,0.050755421302024394,0.05075575905803218
59,5.722865627414228,6.2644398096569205,0.05081232525013611,0.05084505207439317
60,5.658545106780414,6.1669872976441855,0.05222258610363642,0.05224028372935879
61,4.152648825401257,6.482787461748411,0.04025881423878723,0.04028061939454944
62,4.731694350347923,5.5115492213655015,0.05233585183702036,0.05233857416272121
63,3.6606456450550766,4.997904267081762,0.0494870877780018,0.04944475410249142
64,5.809479268363666,6.431907813874847,0.04367927189231439,0.04371170147178247
65,5.011246534179493,5.9104193685171404,0.058605650138961345,0.05864630337747268
66,5.867735166774503,6.515345148985306,0.03517242575130839,0.035193608979797834
67,5.001070539026689,5.846567002934636,0.054414937980472054,0.05443473997644243
68,4.622834110228232,5.649384035038161,0.05294525755324026,0.052947145605424774
69,5.0123441243560585,5.600696782216722,0.05381046247036352,0.05381449793199833
70,4.978289879514319,6.332208237837528,0.05456293069529334,0.05463280467802317
71,5.004271518672672,5.798711241331022,0.05496065109366277,0.05497815514826767
72,4.094384304740907,4.981385621067578,0.05818206421848016,0.058154343288253085
73,4.9970445192416495,5.495554449862498,0.04830111111598639,0.04830341482680069
74,4.0501008349447,4.997727760653218,0.057330345255391074,0.057292993252512386
75,3.902705870274689,4.98835928851106,0.06066789407433546,0.060591986853079434
76,4.589192404332678,5.710722093035143,0.05852542148327092,0.05854017482410148
